Name,Brand,Description,Notes,Image URL,Wood,Fire,Earth,Metal,Water,Gender,Top,Middle,Base,Female_Score,Male_Score,key,matched_keywords,all_text
un-matin-d-orage,goutal,"white floral, floral","green notes, amalfi lemon, ginger, gardenia, jasmine, magnolia, champaca, sandalwood",https://www.fragrantica.com/perfume/goutal/un-matin-d-orage-5586.html,0.2,0.4,0.2,0.2,0.0,women,"green notes, amalfi lemon, ginger","gardenia, jasmine, magnolia, champaca",sandalwood,0.88,0.12,goutal|un matin d orage|women,"green notes, amalfi lemon, ginger gardenia, jasmine, magnolia, champaca sandalwood","un-matin-d-orage goutal green notes, amalfi lemon, ginger, gardenia, jasmine, magnolia, champaca, sandalwood green notes, amalfi lemon, ginger gardenia, jasmine, magnolia, champaca sandalwood"
petite-cherie,goutal,"fruity, fresh","pear, grass, peach, rose, lilac, hedione, vanilla, white musk",https://www.fragrantica.com/perfume/goutal/petite-cherie-2537.html,0.0,0.0,0.6667,0.3333,0.0,women,"pear, grass, peach","rose, lilac, hedione","vanilla, white musk",1.0,0.0,goutal|petite cherie|women,"pear, grass, peach rose, lilac, hedione vanilla, white musk","petite-cherie goutal pear, grass, peach, rose, lilac, hedione, vanilla, white musk pear, grass, peach rose, lilac, hedione vanilla, white musk"
nuit-etoilee,goutal,"aromatic, woody","mint, citron, orange, pine tree, fir, immortelle, angelica, tonka bean",https://www.fragrantica.com/perfume/goutal/nuit-etoilee-14722.html,0.3333,0.3333,0.0,0.0,0.3333,unisex,"mint, citron, orange","pine tree, fir","immortelle, angelica, tonka bean",0.0,1.0,goutal|nuit etoilee|unisex,"mint, citron, orange pine tree, fir immortelle, angelica, tonka bean","nuit-etoilee goutal mint, citron, orange, pine tree, fir, immortelle, angelica, tonka bean mint, citron, orange pine tree, fir immortelle, angelica, tonka bean"
ninfeo-mio,goutal,"citrus, green","citron, amalfi lemon, galbanum, petitgrain, bitter orange, fig leaf, mastic or lentisque, woodsy notes",https://www.fragrantica.com/perfume/goutal/ninfeo-mio-7624.html,0.25,0.5,0.0,0.0,0.25,unisex,"citron, amalfi lemon, galbanum, petitgrain, bitter orange","fig leaf, mastic or lentisque",woodsy notes,0.0,1.0,goutal|ninfeo mio|unisex,"citron, amalfi lemon, galbanum, petitgrain, bitter orange fig leaf, mastic or lentisque woodsy notes","ninfeo-mio goutal citron, amalfi lemon, galbanum, petitgrain, bitter orange, fig leaf, mastic or lentisque, woodsy notes citron, amalfi lemon, galbanum, petitgrain, bitter orange fig leaf, mastic or lentisque woodsy notes"
mandragore,goutal,"fresh spicy, aromatic","bergamot, pepper, star anise, mint, ginger, sage, iris, boxwood, labdanum",https://www.fragrantica.com/perfume/goutal/mandragore-1192.html,0.0,0.6,0.0,0.2,0.2,unisex,"bergamot, pepper","star anise, mint, ginger, sage, iris","boxwood, labdanum",0.0,1.0,goutal|mandragore|unisex,"bergamot, pepper star anise, mint, ginger, sage, iris boxwood, labdanum","mandragore goutal bergamot, pepper, star anise, mint, ginger, sage, iris, boxwood, labdanum bergamot, pepper star anise, mint, ginger, sage, iris boxwood, labdanum"
ambre-fetiche,goutal,"amber, balsamic","amber, incense, labdanum, vanilla, styrax, benzoin, iris, leather, vanilla, patchouli, geranium",https://www.fragrantica.com/perfume/goutal/ambre-fetiche-1658.html,0.1667,0.1667,0.5,0.1667,0.0,unisex,"amber, incense, labdanum, vanilla, styrax","benzoin, iris","leather, vanilla, patchouli, geranium",0.5,0.5,goutal|ambre fetiche|unisex,"amber, incense, labdanum, vanilla, styrax benzoin, iris leather, vanilla, patchouli, geranium","ambre-fetiche goutal amber, incense, labdanum, vanilla, styrax, benzoin, iris, leather, vanilla, patchouli, geranium amber, incense, labdanum, vanilla, styrax benzoin, iris leather, vanilla, patchouli, geranium"
silky-woods,goldfield-banks-australia,"vanilla, powdery","ceylon cinnamon, saffron, suede, agarwood (oud), madagascar ylang-ylang, jasmine, tahitian vanilla, australian sandalwood, tobacco leaf, musk, olibanum",https://www.fragrantica.com/perfume/goldfield-banks-australia/silky-woods-66766.html,0.1429,0.2857,0.4286,0.1429,0.0,unisex,"ceylon cinnamon, saffron","suede, agarwood (oud), madagascar ylang-ylang, jasmine","tahitian vanilla, australian sandalwood, tobacco leaf, musk, olibanum",0.6,0.4,goldfield banks australia|silky woods|unisex,"ceylon cinnamon, saffron suede, agarwood (oud), madagascar ylang-ylang, jasmine tahitian vanilla, australian sandalwood, tobacco leaf, musk, olibanum","silky-woods goldfield-banks-australia ceylon cinnamon, saffron, suede, agarwood (oud), madagascar ylang-ylang, jasmine, tahitian vanilla, australian sandalwood, tobacco leaf, musk, olibanum ceylon cinnamon, saffron suede, agarwood (oud), madagascar ylang-ylang, jasmine tahitian vanilla, australian sandalwood, tobacco leaf, musk, olibanum"
vanderbilt,gloria-vanderbilt,"white floral, warm spicy","aldehydes, pineapple, orange blossom, lavender, green notes, bergamot, carnation, tuberose, ylang-ylang, orris root, jasmine, rose, vanilla, sandalwood, cinnamon, opoponax, musk, civet, vetiver",https://www.fragrantica.com/perfume/gloria-vanderbilt/vanderbilt-955.html,0.25,0.25,0.25,0.25,0.0,women,"aldehydes, pineapple, orange blossom, lavender, green notes, bergamot","carnation, tuberose, ylang-ylang, orris root, jasmine, rose","vanilla, sandalwood, cinnamon, opoponax, musk, civet, vetiver",0.75,0.25,gloria vanderbilt|vanderbilt|women,"aldehydes, pineapple, orange blossom, lavender, green notes, bergamot carnation, tuberose, ylang-ylang, orris root, jasmine, rose vanilla, sandalwood, cinnamon, opoponax, musk, civet, vetiver","vanderbilt gloria-vanderbilt aldehydes, pineapple, orange blossom, lavender, green notes, bergamot, carnation, tuberose, ylang-ylang, orris root, jasmine, rose, vanilla, sandalwood, cinnamon, opoponax, musk, civet, vetiver aldehydes, pineapple, orange blossom, lavender, green notes, bergamot carnation, tuberose, ylang-ylang, orris root, jasmine, rose vanilla, sandalwood, cinnamon, opoponax, musk, civet, vetiver"
ysatis,givenchy,"woody, white floral","aldehydes, ylang-ylang, orange blossom, galbanum, brazilian rosewood, coconut, bergamot, mandarin orange, citruses, tuberose, jasmine, narcissus, carnation, rum, iris, rose, civet, honey, oakmoss, sandalwood, cloves, amber, patchouli, musk, vetiver, laurels, vanilla",https://www.fragrantica.com/perfume/givenchy/ysatis-36.html,0.1875,0.1875,0.375,0.25,0.0,women,"aldehydes, ylang-ylang, orange blossom, galbanum, brazilian rosewood, coconut, bergamot, mandarin orange, citruses","tuberose, jasmine, narcissus, carnation, rum, iris, rose","civet, honey, oakmoss, sandalwood, cloves, amber, patchouli, musk, vetiver, laurels, vanilla",0.82,0.18,givenchy|ysatis|women,"aldehydes, ylang-ylang, orange blossom, galbanum, brazilian rosewood, coconut, bergamot, mandarin orange, citruses tuberose, jasmine, narcissus, carnation, rum, iris, rose civet, honey, oakmoss, sandalwood, cloves, amber, patchouli, musk, vetiver, laurels, vanilla","ysatis givenchy aldehydes, ylang-ylang, orange blossom, galbanum, brazilian rosewood, coconut, bergamot, mandarin orange, citruses, tuberose, jasmine, narcissus, carnation, rum, iris, rose, civet, honey, oakmoss, sandalwood, cloves, amber, patchouli, musk, vetiver, laurels, vanilla aldehydes, ylang-ylang, orange blossom, galbanum, brazilian rosewood, coconut, bergamot, mandarin orange, citruses tuberose, jasmine, narcissus, carnation, rum, iris, rose civet, honey, oakmoss, sandalwood, cloves, amber, patchouli, musk, vetiver, laurels, vanilla"
xeryus-rouge,givenchy,"warm spicy, woody","cactus, chinese orange, tarragon, pimento, african geranium, cedar, sandalwood, cedar, white musk",https://www.fragrantica.com/perfume/givenchy/xeryus-rouge-862.html,0.25,0.25,0.5,0.0,0.0,men,"cactus, chinese orange, tarragon","pimento, african geranium, cedar","sandalwood, cedar, white musk",0.0,1.0,givenchy|xeryus rouge|men,"cactus, chinese orange, tarragon pimento, african geranium, cedar sandalwood, cedar, white musk","xeryus-rouge givenchy cactus, chinese orange, tarragon, pimento, african geranium, cedar, sandalwood, cedar, white musk cactus, chinese orange, tarragon pimento, african geranium, cedar sandalwood, cedar, white musk"
very-irresistible-givenchy-l-intense,givenchy,"fruity, rose","plum, rose, patchouli, musk",https://www.fragrantica.com/perfume/givenchy/very-irresistible-givenchy-l-intense-10888.html,0.25,0.0,0.5,0.25,0.0,women,plum,rose,"patchouli, musk",1.0,0.0,givenchy|very irresistible givenchy l intense|women,"plum rose patchouli, musk","very-irresistible-givenchy-l-intense givenchy plum, rose, patchouli, musk plum rose patchouli, musk"
very-irresistible-for-men,givenchy,"woody, nutty","mint, grapefruit, coffee, sesame, hazelnut, virginia cedar",https://www.fragrantica.com/perfume/givenchy/very-irresistible-for-men-34.html,0.5,0.0,0.0,0.0,0.5,men,"mint, grapefruit","coffee, sesame","hazelnut, virginia cedar",0.14,0.86,givenchy|very irresistible for men|men,"mint, grapefruit coffee, sesame hazelnut, virginia cedar","very-irresistible-for-men givenchy mint, grapefruit, coffee, sesame, hazelnut, virginia cedar mint, grapefruit coffee, sesame hazelnut, virginia cedar"
very-irresistible,givenchy,"rose, floral","cassia, lemon verbena, star anise, rose, peony, magnolia, taif rose, musk, vanilla, patchouli",https://www.fragrantica.com/perfume/givenchy/very-irresistible-33.html,0.1667,0.1667,0.5,0.1667,0.0,women,"cassia, lemon verbena, star anise","rose, peony, magnolia","taif rose, musk, vanilla, patchouli",1.0,0.0,givenchy|very irresistible|women,"cassia, lemon verbena, star anise rose, peony, magnolia taif rose, musk, vanilla, patchouli","very-irresistible givenchy cassia, lemon verbena, star anise, rose, peony, magnolia, taif rose, musk, vanilla, patchouli cassia, lemon verbena, star anise rose, peony, magnolia taif rose, musk, vanilla, patchouli"
play-for-her-intense,givenchy,"sweet, woody","pink pepper, peach, orange blossom, orchid, tiare flower, magnolia, amyris, tonka bean, benzoin, patchouli, sandalwood",https://www.fragrantica.com/perfume/givenchy/play-for-her-intense-10225.html,0.2,0.4,0.4,0.0,0.0,women,"pink pepper, peach, orange blossom","orchid, tiare flower, magnolia, amyris","tonka bean, benzoin, patchouli, sandalwood",0.75,0.25,givenchy|play for her intense|women,"pink pepper, peach, orange blossom orchid, tiare flower, magnolia, amyris tonka bean, benzoin, patchouli, sandalwood","play-for-her-intense givenchy pink pepper, peach, orange blossom, orchid, tiare flower, magnolia, amyris, tonka bean, benzoin, patchouli, sandalwood pink pepper, peach, orange blossom orchid, tiare flower, magnolia, amyris tonka bean, benzoin, patchouli, sandalwood"
play-for-her,givenchy,"sweet, floral","pink pepper, peach, orange blossom, sweet pea, bergamot, orchid, tiare flower, amyris, magnolia, tonka bean, sandalwood, musk, patchouli, benzoin",https://www.fragrantica.com/perfume/givenchy/play-for-her-9369.html,0.125,0.375,0.5,0.0,0.0,women,"pink pepper, peach, orange blossom, sweet pea, bergamot","orchid, tiare flower, amyris, magnolia","tonka bean, sandalwood, musk, patchouli, benzoin",0.78,0.22,givenchy|play for her|women,"pink pepper, peach, orange blossom, sweet pea, bergamot orchid, tiare flower, amyris, magnolia tonka bean, sandalwood, musk, patchouli, benzoin","play-for-her givenchy pink pepper, peach, orange blossom, sweet pea, bergamot, orchid, tiare flower, amyris, magnolia, tonka bean, sandalwood, musk, patchouli, benzoin pink pepper, peach, orange blossom, sweet pea, bergamot orchid, tiare flower, amyris, magnolia tonka bean, sandalwood, musk, patchouli, benzoin"
pi,givenchy,"vanilla, amber","mandarin orange, tarragon, rosemary, basil, anise, neroli, geranium, lily-of-the-valley, vanilla, almond, tonka bean, benzoin, cedar",https://www.fragrantica.com/perfume/givenchy/pi-39.html,0.2,0.2,0.2,0.4,0.0,men,"mandarin orange, tarragon, rosemary, basil","anise, neroli, geranium, lily-of-the-valley","vanilla, almond, tonka bean, benzoin, cedar",0.29,0.71,givenchy|pi|men,"mandarin orange, tarragon, rosemary, basil anise, neroli, geranium, lily-of-the-valley vanilla, almond, tonka bean, benzoin, cedar","pi givenchy mandarin orange, tarragon, rosemary, basil, anise, neroli, geranium, lily-of-the-valley, vanilla, almond, tonka bean, benzoin, cedar mandarin orange, tarragon, rosemary, basil anise, neroli, geranium, lily-of-the-valley vanilla, almond, tonka bean, benzoin, cedar"
organza-indecence,givenchy,"warm spicy, cinnamon","brazilian rosewood, patchouli, ceylon cinnamon, plum, vanilla, amber, musk",https://www.fragrantica.com/perfume/givenchy/organza-indecence-560.html,0.1429,0.1429,0.5714,0.1429,0.0,women,"brazilian rosewood, patchouli","ceylon cinnamon, plum","vanilla, amber, musk",0.78,0.22,givenchy|organza indecence|women,"brazilian rosewood, patchouli ceylon cinnamon, plum vanilla, amber, musk","organza-indecence givenchy brazilian rosewood, patchouli, ceylon cinnamon, plum, vanilla, amber, musk brazilian rosewood, patchouli ceylon cinnamon, plum vanilla, amber, musk"
organza,givenchy,"white floral, fresh spicy","nutmeg, gardenia, african orange flower, green notes, bergamot, tuberose, jasmine, honeysuckle, iris, peony, mace, vanilla, amber, woodsy notes, guaiac wood, virginia cedar",https://www.fragrantica.com/perfume/givenchy/organza-4.html,0.2,0.2,0.3,0.3,0.0,women,"nutmeg, gardenia, african orange flower, green notes, bergamot","tuberose, jasmine, honeysuckle, iris, peony, mace","vanilla, amber, woodsy notes, guaiac wood, virginia cedar",0.82,0.18,givenchy|organza|women,"nutmeg, gardenia, african orange flower, green notes, bergamot tuberose, jasmine, honeysuckle, iris, peony, mace vanilla, amber, woodsy notes, guaiac wood, virginia cedar","organza givenchy nutmeg, gardenia, african orange flower, green notes, bergamot, tuberose, jasmine, honeysuckle, iris, peony, mace, vanilla, amber, woodsy notes, guaiac wood, virginia cedar nutmeg, gardenia, african orange flower, green notes, bergamot tuberose, jasmine, honeysuckle, iris, peony, mace vanilla, amber, woodsy notes, guaiac wood, virginia cedar"
live-irresistible,givenchy,"sweet, fruity","pineapple, rose petals, tangerine, grapefruit, passionfruit, pepper, rose, praline, vanilla, patchouli, amber, musk, orris",https://www.fragrantica.com/perfume/givenchy/live-irresistible-31294.html,0.25,0.125,0.5,0.125,0.0,women,"pineapple, rose petals, tangerine, grapefruit","passionfruit, pepper, rose","praline, vanilla, patchouli, amber, musk, orris",0.9,0.1,givenchy|live irresistible|women,"pineapple, rose petals, tangerine, grapefruit passionfruit, pepper, rose praline, vanilla, patchouli, amber, musk, orris","live-irresistible givenchy pineapple, rose petals, tangerine, grapefruit, passionfruit, pepper, rose, praline, vanilla, patchouli, amber, musk, orris pineapple, rose petals, tangerine, grapefruit passionfruit, pepper, rose praline, vanilla, patchouli, amber, musk, orris"
l-interdit-eau-de-toilette,givenchy,"white floral, tuberose","poppy, tuberose, orange blossom, musk, patchouli, vetiver",https://www.fragrantica.com/perfume/givenchy/l-interdit-eau-de-toilette-56144.html,0.3333,0.1667,0.3333,0.1667,0.0,women,poppy,"tuberose, orange blossom, musk","patchouli, vetiver",0.88,0.12,givenchy|l interdit eau de toilette|women,"poppy tuberose, orange blossom, musk patchouli, vetiver","l-interdit-eau-de-toilette givenchy poppy, tuberose, orange blossom, musk, patchouli, vetiver poppy tuberose, orange blossom, musk patchouli, vetiver"
l-interdit-eau-de-parfum-rouge,givenchy,"warm spicy, white floral","ginger, blood orange, tuberose, jasmine, pimento leaf, sandalwood, patchouli, vetiver",https://www.fragrantica.com/perfume/givenchy/l-interdit-eau-de-parfum-rouge-68404.html,0.3333,0.2222,0.2222,0.2222,0.0,women,"ginger, blood orange","tuberose, jasmine, pimento leaf","sandalwood, patchouli, vetiver",0.67,0.33,givenchy|l interdit eau de parfum rouge|women,"ginger, blood orange tuberose, jasmine, pimento leaf sandalwood, patchouli, vetiver","l-interdit-eau-de-parfum-rouge givenchy ginger, blood orange, tuberose, jasmine, pimento leaf, sandalwood, patchouli, vetiver ginger, blood orange tuberose, jasmine, pimento leaf sandalwood, patchouli, vetiver"
l-interdit-eau-de-parfum-intense,givenchy,"white floral, vanilla","black pepper, tuberose, sesame, orange blossom, madagascar vanilla, patchouli, vetiver",https://www.fragrantica.com/perfume/givenchy/l-interdit-eau-de-parfum-intense-62491.html,0.2857,0.2857,0.2857,0.1429,0.0,women,black pepper,"tuberose, sesame, orange blossom","madagascar vanilla, patchouli, vetiver",0.8,0.2,givenchy|l interdit eau de parfum intense|women,"black pepper tuberose, sesame, orange blossom madagascar vanilla, patchouli, vetiver","l-interdit-eau-de-parfum-intense givenchy black pepper, tuberose, sesame, orange blossom, madagascar vanilla, patchouli, vetiver black pepper tuberose, sesame, orange blossom madagascar vanilla, patchouli, vetiver"
l-interdit-eau-de-parfum,givenchy,"white floral, tuberose","pear, bergamot, tuberose, orange blossom, jasmine sambac, patchouli, vanilla, ambroxan, vetiver",https://www.fragrantica.com/perfume/givenchy/l-interdit-eau-de-parfum-51488.html,0.25,0.25,0.25,0.25,0.0,women,"pear, bergamot","tuberose, orange blossom, jasmine sambac","patchouli, vanilla, ambroxan, vetiver",0.9,0.1,givenchy|l interdit eau de parfum|women,"pear, bergamot tuberose, orange blossom, jasmine sambac patchouli, vanilla, ambroxan, vetiver","l-interdit-eau-de-parfum givenchy pear, bergamot, tuberose, orange blossom, jasmine sambac, patchouli, vanilla, ambroxan, vetiver pear, bergamot tuberose, orange blossom, jasmine sambac patchouli, vanilla, ambroxan, vetiver"
irresistible-givenchy,givenchy,"musky, rose","pear, ambrette (musk mallow), rose, iris, musk, virginia cedar",https://www.fragrantica.com/perfume/givenchy/irresistible-givenchy-60891.html,0.25,0.0,0.25,0.5,0.0,women,"pear, ambrette (musk mallow)","rose, iris","musk, virginia cedar",1.0,0.0,givenchy|irresistible givenchy|women,"pear, ambrette (musk mallow) rose, iris musk, virginia cedar","irresistible-givenchy givenchy pear, ambrette (musk mallow), rose, iris, musk, virginia cedar pear, ambrette (musk mallow) rose, iris musk, virginia cedar"
insense-ultramarine,givenchy,"aromatic, floral","black currant, watermelon, galbanum, bergamot, iris, magnolia, mint, carnation, lily-of-the-valley, cardamom, sage, tobacco, vetiver, cedar",https://www.fragrantica.com/perfume/givenchy/insense-ultramarine-858.html,0.25,0.25,0.0,0.25,0.25,men,"black currant, watermelon, galbanum, bergamot","iris, magnolia, mint, carnation, lily-of-the-valley, cardamom, sage","tobacco, vetiver, cedar",0.12,0.88,givenchy|insense ultramarine|men,"black currant, watermelon, galbanum, bergamot iris, magnolia, mint, carnation, lily-of-the-valley, cardamom, sage tobacco, vetiver, cedar","insense-ultramarine givenchy black currant, watermelon, galbanum, bergamot, iris, magnolia, mint, carnation, lily-of-the-valley, cardamom, sage, tobacco, vetiver, cedar black currant, watermelon, galbanum, bergamot iris, magnolia, mint, carnation, lily-of-the-valley, cardamom, sage tobacco, vetiver, cedar"
hot-couture-eau-de-toilette,givenchy,"fruity, sweet","bergamot, amalfi lemon, raspberry, spices, big strawberry, magnolia, rose, tuberose, vetiver, amber, musk",https://www.fragrantica.com/perfume/givenchy/hot-couture-eau-de-toilette-11557.html,0.1667,0.3333,0.3333,0.1667,0.0,women,"bergamot, amalfi lemon","raspberry, spices, big strawberry, magnolia, rose, tuberose","vetiver, amber, musk",0.89,0.11,givenchy|hot couture eau de toilette|women,"bergamot, amalfi lemon raspberry, spices, big strawberry, magnolia, rose, tuberose vetiver, amber, musk","hot-couture-eau-de-toilette givenchy bergamot, amalfi lemon, raspberry, spices, big strawberry, magnolia, rose, tuberose, vetiver, amber, musk bergamot, amalfi lemon raspberry, spices, big strawberry, magnolia, rose, tuberose vetiver, amber, musk"
hot-couture,givenchy,"fruity, fresh spicy","raspberry, bergamot, orange, pepper, vetiver, magnolia, sandalwood, amber, musk",https://www.fragrantica.com/perfume/givenchy/hot-couture-35.html,0.1429,0.4286,0.4286,0.0,0.0,women,"raspberry, bergamot, orange","pepper, vetiver, magnolia","sandalwood, amber, musk",0.6,0.4,givenchy|hot couture|women,"raspberry, bergamot, orange pepper, vetiver, magnolia sandalwood, amber, musk","hot-couture givenchy raspberry, bergamot, orange, pepper, vetiver, magnolia, sandalwood, amber, musk raspberry, bergamot, orange pepper, vetiver, magnolia sandalwood, amber, musk"
givenchy-pour-homme-blue-label,givenchy,"fresh spicy, citrus","grapefruit, bergamot, pepper, lavender, cardamom, artemisia, cedar, vetiver, olibanum",https://www.fragrantica.com/perfume/givenchy/givenchy-pour-homme-blue-label-38.html,0.5,0.5,0.0,0.0,0.0,men,"grapefruit, bergamot","pepper, lavender, cardamom, artemisia","cedar, vetiver, olibanum",0.11,0.89,givenchy|givenchy pour homme blue label|men,"grapefruit, bergamot pepper, lavender, cardamom, artemisia cedar, vetiver, olibanum","givenchy-pour-homme-blue-label givenchy grapefruit, bergamot, pepper, lavender, cardamom, artemisia, cedar, vetiver, olibanum grapefruit, bergamot pepper, lavender, cardamom, artemisia cedar, vetiver, olibanum"
givenchy-pour-homme,givenchy,"woody, citrus","mandarin orange, grapefruit, coriander, violet, vetiver, lavender extract, cedar, labdanum",https://www.fragrantica.com/perfume/givenchy/givenchy-pour-homme-37.html,0.6667,0.3333,0.0,0.0,0.0,men,"mandarin orange, grapefruit, coriander, violet","vetiver, lavender extract","cedar, labdanum",0.12,0.88,givenchy|givenchy pour homme|men,"mandarin orange, grapefruit, coriander, violet vetiver, lavender extract cedar, labdanum","givenchy-pour-homme givenchy mandarin orange, grapefruit, coriander, violet, vetiver, lavender extract, cedar, labdanum mandarin orange, grapefruit, coriander, violet vetiver, lavender extract cedar, labdanum"
givenchy-play-intense,givenchy,"coffee, warm spicy","mandarin orange, bergamot, coffee, pink pepper, amyris, tonka bean, patchouli, vetyver, french labdanum",https://www.fragrantica.com/perfume/givenchy/givenchy-play-intense-3907.html,0.2,0.6,0.2,0.0,0.0,men,"mandarin orange, bergamot","coffee, pink pepper, amyris","tonka bean, patchouli, vetyver, french labdanum",0.0,1.0,givenchy|givenchy play intense|men,"mandarin orange, bergamot coffee, pink pepper, amyris tonka bean, patchouli, vetyver, french labdanum","givenchy-play-intense givenchy mandarin orange, bergamot, coffee, pink pepper, amyris, tonka bean, patchouli, vetyver, french labdanum mandarin orange, bergamot coffee, pink pepper, amyris tonka bean, patchouli, vetyver, french labdanum"
givenchy-play-eau-de-toilette,givenchy,"citrus, fresh spicy","bitter orange, grapefruit, bergamot, mandarin orange, coffee, pepper, amyris, tobacco blossom, vetyver, patchouli",https://www.fragrantica.com/perfume/givenchy/givenchy-play-eau-de-toilette-3906.html,0.1667,0.6667,0.1667,0.0,0.0,men,"bitter orange, grapefruit, bergamot, mandarin orange","coffee, pepper, amyris, tobacco blossom","vetyver, patchouli",0.11,0.89,givenchy|givenchy play eau de toilette|men,"bitter orange, grapefruit, bergamot, mandarin orange coffee, pepper, amyris, tobacco blossom vetyver, patchouli","givenchy-play-eau-de-toilette givenchy bitter orange, grapefruit, bergamot, mandarin orange, coffee, pepper, amyris, tobacco blossom, vetyver, patchouli bitter orange, grapefruit, bergamot, mandarin orange coffee, pepper, amyris, tobacco blossom vetyver, patchouli"
gentlemen-only-absolute,givenchy,"warm spicy, cinnamon","bergamot, cinnamon, nutmeg, saffron, vanila, sandalwood",https://www.fragrantica.com/perfume/givenchy/gentlemen-only-absolute-38932.html,0.0,0.6667,0.3333,0.0,0.0,men,bergamot,"cinnamon, nutmeg, saffron","vanila, sandalwood",0.0,1.0,givenchy|gentlemen only absolute|men,"bergamot cinnamon, nutmeg, saffron vanila, sandalwood","gentlemen-only-absolute givenchy bergamot, cinnamon, nutmeg, saffron, vanila, sandalwood bergamot cinnamon, nutmeg, saffron vanila, sandalwood"
gentlemen-only,givenchy,"woody, smoky","pink pepper, green mandarin, birch leaf, nutmeg, bergamot, vetiver, cedar, patchouli, violet leaf, elemi, incense, musk",https://www.fragrantica.com/perfume/givenchy/gentlemen-only-17259.html,0.5,0.3,0.2,0.0,0.0,men,"pink pepper, green mandarin, birch leaf, nutmeg, bergamot","vetiver, cedar, patchouli, violet leaf, elemi","incense, musk",0.0,1.0,givenchy|gentlemen only|men,"pink pepper, green mandarin, birch leaf, nutmeg, bergamot vetiver, cedar, patchouli, violet leaf, elemi incense, musk","gentlemen-only givenchy pink pepper, green mandarin, birch leaf, nutmeg, bergamot, vetiver, cedar, patchouli, violet leaf, elemi, incense, musk pink pepper, green mandarin, birch leaf, nutmeg, bergamot vetiver, cedar, patchouli, violet leaf, elemi incense, musk"
gentleman-society,givenchy,"aromatic, woody","cardamom, sage, french narcissus, haitian vetiver, madagascar vetiver, vanilla, palo santo, cedar",https://www.fragrantica.com/perfume/givenchy/gentleman-society-78639.html,0.6667,0.0,0.3333,0.0,0.0,men,"cardamom, sage","french narcissus, haitian vetiver, madagascar vetiver","vanilla, palo santo, cedar",0.12,0.88,givenchy|gentleman society|men,"cardamom, sage french narcissus, haitian vetiver, madagascar vetiver vanilla, palo santo, cedar","gentleman-society givenchy cardamom, sage, french narcissus, haitian vetiver, madagascar vetiver, vanilla, palo santo, cedar cardamom, sage french narcissus, haitian vetiver, madagascar vetiver vanilla, palo santo, cedar"
gentleman-eau-de-toilette-intense,givenchy,"woody, aromatic","cardamom, basil, bergamot, iris, cypress, coumarin, cedar",https://www.fragrantica.com/perfume/givenchy/gentleman-eau-de-toilette-intense-65051.html,0.5,0.25,0.0,0.25,0.0,men,"cardamom, basil, bergamot","iris, cypress","coumarin, cedar",0.0,1.0,givenchy|gentleman eau de toilette intense|men,"cardamom, basil, bergamot iris, cypress coumarin, cedar","gentleman-eau-de-toilette-intense givenchy cardamom, basil, bergamot, iris, cypress, coumarin, cedar cardamom, basil, bergamot iris, cypress coumarin, cedar"
gentleman-eau-de-parfum-reserve-privee,givenchy,"woody, iris","bergamot, iris, chestnut, whiskey, woodsy notes, amber",https://www.fragrantica.com/perfume/givenchy/gentleman-eau-de-parfum-reserve-privee-71272.html,0.0,0.3333,0.3333,0.3333,0.0,men,bergamot,"iris, chestnut","whiskey, woodsy notes, amber",0.0,1.0,givenchy|gentleman eau de parfum reserve privee|men,"bergamot iris, chestnut whiskey, woodsy notes, amber","gentleman-eau-de-parfum-reserve-privee givenchy bergamot, iris, chestnut, whiskey, woodsy notes, amber bergamot iris, chestnut whiskey, woodsy notes, amber"
gentleman-eau-de-parfum-boisee,givenchy,"woody, warm spicy","black pepper, geranium, coriander, iris, cacao pod, cedar, woodsy notes, sandalwood, patchouli",https://www.fragrantica.com/perfume/givenchy/gentleman-eau-de-parfum-boisee-59009.html,0.3333,0.1667,0.3333,0.1667,0.0,men,"black pepper, geranium, coriander","iris, cacao pod, cedar","woodsy notes, sandalwood, patchouli",0.0,1.0,givenchy|gentleman eau de parfum boisee|men,"black pepper, geranium, coriander iris, cacao pod, cedar woodsy notes, sandalwood, patchouli","gentleman-eau-de-parfum-boisee givenchy black pepper, geranium, coriander, iris, cacao pod, cedar, woodsy notes, sandalwood, patchouli black pepper, geranium, coriander iris, cacao pod, cedar woodsy notes, sandalwood, patchouli"
gentleman-eau-de-parfum,givenchy,"warm spicy, vanilla","black pepper, lavender, bergamot, orris, cloves, cinnamon, black vanilla husk, tolu balsam, tonka bean, benzoin, patchouli",https://www.fragrantica.com/perfume/givenchy/gentleman-eau-de-parfum-48476.html,0.1667,0.5,0.3333,0.0,0.0,men,"black pepper, lavender, bergamot","orris, cloves, cinnamon","black vanilla husk, tolu balsam, tonka bean, benzoin, patchouli",0.12,0.88,givenchy|gentleman eau de parfum|men,"black pepper, lavender, bergamot orris, cloves, cinnamon black vanilla husk, tolu balsam, tonka bean, benzoin, patchouli","gentleman-eau-de-parfum givenchy black pepper, lavender, bergamot, orris, cloves, cinnamon, black vanilla husk, tolu balsam, tonka bean, benzoin, patchouli black pepper, lavender, bergamot orris, cloves, cinnamon black vanilla husk, tolu balsam, tonka bean, benzoin, patchouli"
